1	2		4						10													23	24	25	26	27	28	29	30	31	32								※予算流用があった際はこの表を直接編集（編集後は赤字）					
転記コード	年度	予算区分	予算区分名称	対象年月	部	課	係	部名称	課名称	係名称	会計	会計名称	款	項	目	大事業	中事業	小事業	節	細節	細々節	款名称	項名称	目名称	大事業名称	中事業名称	小事業名称	節名称	細節名称	細々節名称	予算額	充流用等増減額	計	本月分	累計	予算残額	執行率							
R6東総社駅前泉本線改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	15	00	00	13	00	00	土木費	道路橋りょう費	道路新設改良費	東総社駅前泉本線改良事業			使用料及び賃借料			4,600,000													
R6東総社駅前泉本線改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	15	00	00	13	09	00	土木費	道路橋りょう費	道路新設改良費	東総社駅前泉本線改良事業			使用料及び賃借料	機械器具借上料		4,600,000													
R6東総社駅前泉本線改良事業機械器具借上料	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	15	00	00	13	09	01	土木費	道路橋りょう費	道路新設改良費	東総社駅前泉本線改良事業			使用料及び賃借料	機械器具借上料	機械器具借上料	4,600,000													
R6東総社駅前泉本線改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	15	00	00	14	00	00	土木費	道路橋りょう費	道路新設改良費	東総社駅前泉本線改良事業			工事請負費			39,000,000													
R6東総社駅前泉本線改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	15	00	00	14	01	00	土木費	道路橋りょう費	道路新設改良費	東総社駅前泉本線改良事業			工事請負費	工事請負費		39,000,000													
R6東総社駅前泉本線改良事業工事請負費	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	15	00	00	14	01	01	土木費	道路橋りょう費	道路新設改良費	東総社駅前泉本線改良事業			工事請負費	工事請負費	工事請負費	39,000,000													
R6刑部支線3283号道改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	20	00	00	00	00	00	土木費	道路橋りょう費	道路新設改良費	刑部支線3283号道改良事業						67,500,000													
R6刑部支線3283号道改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	20	00	00	14	00	00	土木費	道路橋りょう費	道路新設改良費	刑部支線3283号道改良事業			工事請負費			65,000,000													
R6刑部支線3283号道改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	20	00	00	14	01	00	土木費	道路橋りょう費	道路新設改良費	刑部支線3283号道改良事業			工事請負費	工事請負費		65,000,000													
R6刑部支線3283号道改良事業工事請負費	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	20	00	00	14	01	01	土木費	道路橋りょう費	道路新設改良費	刑部支線3283号道改良事業			工事請負費	工事請負費	工事請負費	65,000,000													
R6刑部支線3283号道改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	20	00	00	16	00	00	土木費	道路橋りょう費	道路新設改良費	刑部支線3283号道改良事業			公有財産購入費			500,000													
R6刑部支線3283号道改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	20	00	00	16	02	00	土木費	道路橋りょう費	道路新設改良費	刑部支線3283号道改良事業			公有財産購入費	土地購入費		500,000													
R6刑部支線3283号道改良事業土地購入費	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	20	00	00	16	02	01	土木費	道路橋りょう費	道路新設改良費	刑部支線3283号道改良事業			公有財産購入費	土地購入費	土地購入費	500,000													
R6刑部支線3283号道改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	20	00	00	21	00	00	土木費	道路橋りょう費	道路新設改良費	刑部支線3283号道改良事業			補償，補填及び賠償金			2,000,000													
R6刑部支線3283号道改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	20	00	00	21	01	00	土木費	道路橋りょう費	道路新設改良費	刑部支線3283号道改良事業			補償，補填及び賠償金	補償費		2,000,000													
R6刑部支線3283号道改良事業補償費	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	20	00	00	21	01	01	土木費	道路橋りょう費	道路新設改良費	刑部支線3283号道改良事業			補償，補填及び賠償金	補償費	補償費	2,000,000													
R6（仮称）神在秦本線改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	23	00	00	00	00	00	土木費	道路橋りょう費	道路新設改良費	（仮称）神在秦本線改良事業						90,020,000													
R6（仮称）神在秦本線改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	23	00	00	11	00	00	土木費	道路橋りょう費	道路新設改良費	（仮称）神在秦本線改良事業			役務費			28,000													
R6（仮称）神在秦本線改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	23	00	00	11	01	00	土木費	道路橋りょう費	道路新設改良費	（仮称）神在秦本線改良事業			役務費	通信運搬費		22,000													
R6（仮称）神在秦本線改良事業通信運搬費	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	23	00	00	11	01	01	土木費	道路橋りょう費	道路新設改良費	（仮称）神在秦本線改良事業			役務費	通信運搬費	通信運搬費	22,000													
R6（仮称）神在秦本線改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	23	00	00	11	04	00	土木費	道路橋りょう費	道路新設改良費	（仮称）神在秦本線改良事業			役務費	手数料		6,000													
R6（仮称）神在秦本線改良事業手数料	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	23	00	00	11	04	01	土木費	道路橋りょう費	道路新設改良費	（仮称）神在秦本線改良事業			役務費	手数料	手数料	6,000													
R6（仮称）神在秦本線改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	23	00	00	12	00	00	土木費	道路橋りょう費	道路新設改良費	（仮称）神在秦本線改良事業			委託料			1,792,000													
R6（仮称）神在秦本線改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	23	00	00	12	15	00	土木費	道路橋りょう費	道路新設改良費	（仮称）神在秦本線改良事業			委託料	設計等委託料		1,792,000													
R6（仮称）神在秦本線改良事業設計等委託料	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	23	00	00	12	15	01	土木費	道路橋りょう費	道路新設改良費	（仮称）神在秦本線改良事業			委託料	設計等委託料	設計等委託料	1,792,000													
R6（仮称）神在秦本線改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	23	00	00	14	00	00	土木費	道路橋りょう費	道路新設改良費	（仮称）神在秦本線改良事業			工事請負費			22,000,000													
R6（仮称）神在秦本線改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	23	00	00	14	01	00	土木費	道路橋りょう費	道路新設改良費	（仮称）神在秦本線改良事業			工事請負費	工事請負費		22,000,000													
R6（仮称）神在秦本線改良事業工事請負費	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	23	00	00	14	01	01	土木費	道路橋りょう費	道路新設改良費	（仮称）神在秦本線改良事業			工事請負費	工事請負費	工事請負費	22,000,000													
R6（仮称）神在秦本線改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	23	00	00	16	00	00	土木費	道路橋りょう費	道路新設改良費	（仮称）神在秦本線改良事業			公有財産購入費			9,200,000													
R6（仮称）神在秦本線改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	23	00	00	16	02	00	土木費	道路橋りょう費	道路新設改良費	（仮称）神在秦本線改良事業			公有財産購入費	土地購入費		9,200,000													
R6（仮称）神在秦本線改良事業土地購入費	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	23	00	00	16	02	01	土木費	道路橋りょう費	道路新設改良費	（仮称）神在秦本線改良事業			公有財産購入費	土地購入費	土地購入費	9,200,000													
R6（仮称）神在秦本線改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	23	00	00	21	00	00	土木費	道路橋りょう費	道路新設改良費	（仮称）神在秦本線改良事業			補償，補填及び賠償金			57,000,000													
R6（仮称）神在秦本線改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	23	00	00	21	01	00	土木費	道路橋りょう費	道路新設改良費	（仮称）神在秦本線改良事業			補償，補填及び賠償金	補償費		57,000,000													
R6（仮称）神在秦本線改良事業補償費	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	23	00	00	21	01	01	土木費	道路橋りょう費	道路新設改良費	（仮称）神在秦本線改良事業			補償，補填及び賠償金	補償費	補償費	55,000,000													
R6（仮称）神在秦本線改良事業裁判所予納金	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	23	00	00	21	01	02	土木費	道路橋りょう費	道路新設改良費	（仮称）神在秦本線改良事業			補償，補填及び賠償金	補償費	裁判所予納金	2,000,000													
R6	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	00	00	00	00	00	00	00	土木費	河川費								102,890,000													
R6	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	00	00	00	00	00	00	土木費	河川費	河川事業費							102,890,000													
R6河川改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	02	00	00	00	00	00	土木費	河川費	河川事業費	河川改良事業						56,890,000													
R6河川改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	02	00	00	10	00	00	土木費	河川費	河川事業費	河川改良事業			需用費			2,046,000													
R6河川改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	02	00	00	10	02	00	土木費	河川費	河川事業費	河川改良事業			需用費	燃料費		196,000													
R6河川改良事業燃料費	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	02	00	00	10	02	01	土木費	河川費	河川事業費	河川改良事業			需用費	燃料費	燃料費	196,000													
R6河川改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	02	00	00	10	05	00	土木費	河川費	河川事業費	河川改良事業			需用費	光熱水費		1,600,000													
R6河川改良事業光熱水費	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	02	00	00	10	05	01	土木費	河川費	河川事業費	河川改良事業			需用費	光熱水費	光熱水費	1,600,000													
R6河川改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	02	00	00	10	06	00	土木費	河川費	河川事業費	河川改良事業			需用費	修繕料		250,000													
R6河川改良事業修繕料	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	02	00	00	10	06	01	土木費	河川費	河川事業費	河川改良事業			需用費	修繕料	修繕料	250,000													
R6河川改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	02	00	00	11	00	00	土木費	河川費	河川事業費	河川改良事業			役務費			1,100,000													
R6河川改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	02	00	00	11	01	00	土木費	河川費	河川事業費	河川改良事業			役務費	通信運搬費		180,000													
R6河川改良事業通信運搬費	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	02	00	00	11	01	01	土木費	河川費	河川事業費	河川改良事業			役務費	通信運搬費	通信運搬費	180,000													
R6河川改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	02	00	00	11	04	00	土木費	河川費	河川事業費	河川改良事業			役務費	手数料		920,000													
R6河川改良事業手数料	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	02	00	00	11	04	01	土木費	河川費	河川事業費	河川改良事業			役務費	手数料	手数料	920,000													
R6河川改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	02	00	00	12	00	00	土木費	河川費	河川事業費	河川改良事業			委託料			4,494,000													
R6河川改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	02	00	00	12	09	00	土木費	河川費	河川事業費	河川改良事業			委託料	電気設備保守委託料		700,000													
R6河川改良事業電気設備保守委託料	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	02	00	00	12	09	01	土木費	河川費	河川事業費	河川改良事業			委託料	電気設備保守委託料	電気設備保守委託料	700,000													
R6河川改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	02	00	00	12	10	00	土木費	河川費	河川事業費	河川改良事業			委託料	除草等委託料		300,000													
R6河川改良事業除草等委託料	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	02	00	00	12	10	01	土木費	河川費	河川事業費	河川改良事業			委託料	除草等委託料	除草等委託料	300,000													
R6河川改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	02	00	00	12	13	00	土木費	河川費	河川事業費	河川改良事業			委託料	測量等委託料		800,000													
R6河川改良事業測量等委託料	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	02	00	00	12	13	01	土木費	河川費	河川事業費	河川改良事業			委託料	測量等委託料	測量等委託料	800,000													
R6河川改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	02	00	00	12	15	00	土木費	河川費	河川事業費	河川改良事業			委託料	設計等委託料		1,000,000													
R6河川改良事業設計等委託料	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	02	00	00	12	15	01	土木費	河川費	河川事業費	河川改良事業			委託料	設計等委託料	設計等委託料	1,000,000													
R6河川改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	02	00	00	12	23	00	土木費	河川費	河川事業費	河川改良事業			委託料	機械器具等保守委託料		1,694,000													
R6河川改良事業機械器具等保守委託料	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	02	00	00	12	23	01	土木費	河川費	河川事業費	河川改良事業			委託料	機械器具等保守委託料	機械器具等保守委託料	1,694,000													
R6河川改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	02	00	00	14	00	00	土木費	河川費	河川事業費	河川改良事業			工事請負費			49,250,000													
R6河川改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	02	00	00	14	01	00	土木費	河川費	河川事業費	河川改良事業			工事請負費	工事請負費		49,250,000													
R6河川改良事業工事請負費	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	02	00	00	14	01	01	土木費	河川費	河川事業費	河川改良事業			工事請負費	工事請負費	工事請負費	49,250,000													
R6準用河川改修事業（国府川）	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	03	00	00	00	00	00	土木費	河川費	河川事業費	準用河川改修事業（国府川）						33,000,000													
R6準用河川改修事業（国府川）	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	03	00	00	12	00	00	土木費	河川費	河川事業費	準用河川改修事業（国府川）			委託料			1,000,000													
R6準用河川改修事業（国府川）	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	03	00	00	12	15	00	土木費	河川費	河川事業費	準用河川改修事業（国府川）			委託料	設計等委託料		1,000,000													
R6準用河川改修事業（国府川）設計等委託料	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	03	00	00	12	15	01	土木費	河川費	河川事業費	準用河川改修事業（国府川）			委託料	設計等委託料	設計等委託料	1,000,000													
R6準用河川改修事業（国府川）	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	03	00	00	14	00	00	土木費	河川費	河川事業費	準用河川改修事業（国府川）			工事請負費			32,000,000													
R6準用河川改修事業（国府川）	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	03	00	00	14	01	00	土木費	河川費	河川事業費	準用河川改修事業（国府川）			工事請負費	工事請負費		32,000,000													
R6準用河川改修事業（国府川）工事請負費	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	03	00	00	14	01	01	土木費	河川費	河川事業費	準用河川改修事業（国府川）			工事請負費	工事請負費	工事請負費	32,000,000													
R6内水対策事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	08	00	00	00	00	00	土木費	河川費	河川事業費	内水対策事業						13,000,000													
R6内水対策事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	08	00	00	12	00	00	土木費	河川費	河川事業費	内水対策事業			委託料			13,000,000													
R6内水対策事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	08	00	00	12	18	00	土木費	河川費	河川事業費	内水対策事業			委託料	工事等委託料		13,000,000													
R6内水対策事業工事等委託料	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	08	00	00	12	18	01	土木費	河川費	河川事業費	内水対策事業			委託料	工事等委託料	工事等委託料	13,000,000													
R6	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	04	00	00	00	00	00	00	00	土木費	都市計画費								2,500,000													
R6	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	04	03	00	00	00	00	00	00	土木費	都市計画費	都市下水路費							2,500,000													
R6都市下水路改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	04	03	02	00	00	00	00	00	土木費	都市計画費	都市下水路費	都市下水路改良事業						2,500,000													
R6都市下水路改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	04	03	02	00	00	14	00	00	土木費	都市計画費	都市下水路費	都市下水路改良事業			工事請負費			2,500,000													
R6都市下水路改良事業	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	04	03	02	00	00	14	01	00	土木費	都市計画費	都市下水路費	都市下水路改良事業			工事請負費	工事請負費		2,500,000													
R6都市下水路改良事業工事請負費	R6		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	04	03	02	00	00	14	01	01	土木費	都市計画費	都市下水路費	都市下水路改良事業			工事請負費	工事請負費	工事請負費	2,500,000													
R5	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	00	00	00	00	00	00	00	00	土木費									157,138,780													
R5	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	00	00	00	00	00	00	00	土木費	道路橋りょう費								134,858,780													
R5	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	00	00	00	00	00	00	土木費	道路橋りょう費	道路新設改良費							134,858,780													
R5道路改良等事業（単独分）	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	02	00	00	00	00	00	土木費	道路橋りょう費	道路新設改良費	道路改良等事業（単独分）						10,500,000													
R5道路改良等事業（単独分）	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	02	00	00	14	00	00	土木費	道路橋りょう費	道路新設改良費	道路改良等事業（単独分）			工事請負費			9,500,000													
R5道路改良等事業（単独分）	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	02	00	00	14	51	00	土木費	道路橋りょう費	道路新設改良費	道路改良等事業（単独分）			工事請負費	工事請負費〔繰越明許分〕		9,500,000													
R5道路改良等事業（単独分）工事請負費〔繰越明許分〕	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	02	00	00	14	51	01	土木費	道路橋りょう費	道路新設改良費	道路改良等事業（単独分）			工事請負費	工事請負費〔繰越明許分〕	工事請負費〔繰越明許分〕	9,500,000													
R5道路改良等事業（単独分）	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	02	00	00	21	00	00	土木費	道路橋りょう費	道路新設改良費	道路改良等事業（単独分）			補償，補填及び賠償金			1,000,000													
R5道路改良等事業（単独分）	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	02	00	00	21	51	00	土木費	道路橋りょう費	道路新設改良費	道路改良等事業（単独分）			補償，補填及び賠償金	補償費〔繰越明許分〕		1,000,000													
R5道路改良等事業（単独分）補償費〔繰越明許分〕	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	02	00	00	21	51	01	土木費	道路橋りょう費	道路新設改良費	道路改良等事業（単独分）			補償，補填及び賠償金	補償費〔繰越明許分〕	補償費〔繰越明許分〕	1,000,000													
R5東総社駅前泉本線改良事業	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	15	00	00	00	00	00	土木費	道路橋りょう費	道路新設改良費	東総社駅前泉本線改良事業						34,358,780													
R5東総社駅前泉本線改良事業	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	15	00	00	14	00	00	土木費	道路橋りょう費	道路新設改良費	東総社駅前泉本線改良事業			工事請負費			6,000,000													
R5東総社駅前泉本線改良事業	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	15	00	00	14	51	00	土木費	道路橋りょう費	道路新設改良費	東総社駅前泉本線改良事業			工事請負費	工事請負費〔繰越明許分〕		6,000,000													
R5東総社駅前泉本線改良事業工事請負費〔繰越明許分〕	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	15	00	00	14	51	01	土木費	道路橋りょう費	道路新設改良費	東総社駅前泉本線改良事業			工事請負費	工事請負費〔繰越明許分〕	工事請負費〔繰越明許分〕	6,000,000													
R5東総社駅前泉本線改良事業	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	15	00	00	16	00	00	土木費	道路橋りょう費	道路新設改良費	東総社駅前泉本線改良事業			公有財産購入費			25,858,780													
R5東総社駅前泉本線改良事業	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	15	00	00	16	51	00	土木費	道路橋りょう費	道路新設改良費	東総社駅前泉本線改良事業			公有財産購入費	土地購入費〔繰越明許分〕		19,800,000													
R5東総社駅前泉本線改良事業土地購入費〔繰越明許分〕	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	15	00	00	16	51	01	土木費	道路橋りょう費	道路新設改良費	東総社駅前泉本線改良事業			公有財産購入費	土地購入費〔繰越明許分〕	土地購入費〔繰越明許分〕	19,800,000													
R5東総社駅前泉本線改良事業	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	15	00	00	16	53	00	土木費	道路橋りょう費	道路新設改良費	東総社駅前泉本線改良事業			公有財産購入費	権利購入費〔繰越明許分〕		6,058,780													
R5東総社駅前泉本線改良事業権利購入費〔繰越明許分〕	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	15	00	00	16	53	01	土木費	道路橋りょう費	道路新設改良費	東総社駅前泉本線改良事業			公有財産購入費	権利購入費〔繰越明許分〕	権利購入費〔繰越明許分〕	6,058,780													
R5東総社駅前泉本線改良事業	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	15	00	00	21	00	00	土木費	道路橋りょう費	道路新設改良費	東総社駅前泉本線改良事業			補償，補填及び賠償金			2,500,000													
R5東総社駅前泉本線改良事業	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	15	00	00	21	51	00	土木費	道路橋りょう費	道路新設改良費	東総社駅前泉本線改良事業			補償，補填及び賠償金	補償費〔繰越明許分〕		2,500,000													
R5東総社駅前泉本線改良事業補償費〔繰越明許分〕	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	15	00	00	21	51	01	土木費	道路橋りょう費	道路新設改良費	東総社駅前泉本線改良事業			補償，補填及び賠償金	補償費〔繰越明許分〕	補償費〔繰越明許分〕	2,500,000													
R5刑部支線3283号道改良事業	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	20	00	00	00	00	00	土木費	道路橋りょう費	道路新設改良費	刑部支線3283号道改良事業						44,500,000													
R5刑部支線3283号道改良事業	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	20	00	00	14	00	00	土木費	道路橋りょう費	道路新設改良費	刑部支線3283号道改良事業			工事請負費			31,500,000													
R5刑部支線3283号道改良事業	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	20	00	00	14	51	00	土木費	道路橋りょう費	道路新設改良費	刑部支線3283号道改良事業			工事請負費	工事請負費〔繰越明許分〕		31,500,000													
R5刑部支線3283号道改良事業工事請負費〔繰越明許分〕	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	20	00	00	14	51	01	土木費	道路橋りょう費	道路新設改良費	刑部支線3283号道改良事業			工事請負費	工事請負費〔繰越明許分〕	工事請負費〔繰越明許分〕	31,500,000													
R5刑部支線3283号道改良事業	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	20	00	00	21	00	00	土木費	道路橋りょう費	道路新設改良費	刑部支線3283号道改良事業			補償，補填及び賠償金			13,000,000													
R5刑部支線3283号道改良事業	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	20	00	00	21	51	00	土木費	道路橋りょう費	道路新設改良費	刑部支線3283号道改良事業			補償，補填及び賠償金	補償費〔繰越明許分〕		13,000,000													
R5刑部支線3283号道改良事業補償費〔繰越明許分〕	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	20	00	00	21	51	01	土木費	道路橋りょう費	道路新設改良費	刑部支線3283号道改良事業			補償，補填及び賠償金	補償費〔繰越明許分〕	補償費〔繰越明許分〕	13,000,000													
R5平成３０年７月豪雨災害復興事業（排水対策）	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	22	00	00	00	00	00	土木費	道路橋りょう費	道路新設改良費	平成３０年７月豪雨災害復興事業（排水対策）						2,500,000													
R5平成３０年７月豪雨災害復興事業（排水対策）	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	22	00	00	14	00	00	土木費	道路橋りょう費	道路新設改良費	平成３０年７月豪雨災害復興事業（排水対策）			工事請負費			2,500,000													
R5平成３０年７月豪雨災害復興事業（排水対策）	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	22	00	00	14	51	00	土木費	道路橋りょう費	道路新設改良費	平成３０年７月豪雨災害復興事業（排水対策）			工事請負費	工事請負費〔繰越明許分〕		2,500,000													
R5平成３０年７月豪雨災害復興事業（排水対策）工事請負費〔繰越明許分〕	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	22	00	00	14	51	01	土木費	道路橋りょう費	道路新設改良費	平成３０年７月豪雨災害復興事業（排水対策）			工事請負費	工事請負費〔繰越明許分〕	工事請負費〔繰越明許分〕	2,500,000													
R5（仮称）神在秦本線改良事業	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	23	00	00	00	00	00	土木費	道路橋りょう費	道路新設改良費	（仮称）神在秦本線改良事業						43,000,000													
R5（仮称）神在秦本線改良事業	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	23	00	00	14	00	00	土木費	道路橋りょう費	道路新設改良費	（仮称）神在秦本線改良事業			工事請負費			43,000,000													
