1	2		4						10													23	24	25	26	27	28	29	30	31	32								※予算流用があった際はこの表を直接編集（編集後は赤字）					
転記コード	年度	予算区分	予算区分名称	対象年月	部	課	係	部名称	課名称	係名称	会計	会計名称	款	項	目	大事業	中事業	小事業	節	細節	細々節	款名称	項名称	目名称	大事業名称	中事業名称	小事業名称	節名称	細節名称	細々節名称	予算額	充流用等増減額	計	本月分	累計	予算残額	執行率							
R5（仮称）神在秦本線改良事業	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	23	00	00	14	51	00	土木費	道路橋りょう費	道路新設改良費	（仮称）神在秦本線改良事業			工事請負費	工事請負費〔繰越明許分〕		43,000,000													
R5（仮称）神在秦本線改良事業工事請負費〔繰越明許分〕	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	23	00	00	14	51	01	土木費	道路橋りょう費	道路新設改良費	（仮称）神在秦本線改良事業			工事請負費	工事請負費〔繰越明許分〕	工事請負費〔繰越明許分〕	43,000,000													
R5	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	00	00	00	00	00	00	00	土木費	河川費								22,280,000													
R5	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	00	00	00	00	00	00	土木費	河川費	河川事業費							22,280,000													
R5準用河川改修事業（国府川）	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	03	00	00	00	00	00	土木費	河川費	河川事業費	準用河川改修事業（国府川）						22,280,000													
R5準用河川改修事業（国府川）	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	03	00	00	14	00	00	土木費	河川費	河川事業費	準用河川改修事業（国府川）			工事請負費			22,280,000													
R5準用河川改修事業（国府川）	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	03	00	00	14	51	00	土木費	河川費	河川事業費	準用河川改修事業（国府川）			工事請負費	工事請負費〔繰越明許分〕		22,280,000													
R5準用河川改修事業（国府川）工事請負費〔繰越明許分〕	R5		繰越明許	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	03	00	00	14	51	01	土木費	河川費	河川事業費	準用河川改修事業（国府川）			工事請負費	工事請負費〔繰越明許分〕	工事請負費〔繰越明許分〕	22,280,000													
R7	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	00	00	00	00	00	00	00	00	土木費									860,036,000													
R7	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	00	00	00	00	00	00	00	土木費	土木管理費								11,859,000													
R7	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	00	00	00	00	00	00	土木費	土木管理費	土木総務費							11,859,000													
R7土木一般経費	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	00	00	00	土木費	土木管理費	土木総務費	土木一般経費						11,859,000													
R7土木一般経費	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	01	00	00	土木費	土木管理費	土木総務費	土木一般経費			報酬			4,332,000													
R7土木一般経費	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	01	11	00	土木費	土木管理費	土木総務費	土木一般経費			報酬	会計年度任用職員報酬		4,332,000													
R7土木一般経費会計年度任用職員報酬	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	01	11	01	土木費	土木管理費	土木総務費	土木一般経費			報酬	会計年度任用職員報酬	会計年度任用職員報酬	4,332,000													
R7土木一般経費	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	03	00	00	土木費	土木管理費	土木総務費	土木一般経費			職員手当等			1,374,000													
R7土木一般経費	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	03	30	00	土木費	土木管理費	土木総務費	土木一般経費			職員手当等	期末手当		747,000													
R7土木一般経費期末手当	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	03	30	01	土木費	土木管理費	土木総務費	土木一般経費			職員手当等	期末手当	期末手当	747,000													
R7土木一般経費	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	03	31	00	土木費	土木管理費	土木総務費	土木一般経費			職員手当等	勤勉手当		627,000													
R7土木一般経費勤勉手当	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	03	31	01	土木費	土木管理費	土木総務費	土木一般経費			職員手当等	勤勉手当	勤勉手当	627,000													
R7土木一般経費	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	04	00	00	土木費	土木管理費	土木総務費	土木一般経費			共済費			1,095,000													
R7土木一般経費	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	04	03	00	土木費	土木管理費	土木総務費	土木一般経費			共済費	共済組合等負担金		361,000													
R7土木一般経費共済組合等負担金	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	04	03	01	土木費	土木管理費	土木総務費	土木一般経費			共済費	共済組合等負担金	共済組合等負担金	361,000													
R7土木一般経費	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	04	04	00	土木費	土木管理費	土木総務費	土木一般経費			共済費	労働保険料等		734,000													
R7土木一般経費労働保険料等	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	04	04	01	土木費	土木管理費	土木総務費	土木一般経費			共済費	労働保険料等	労働保険料等	734,000													
R7土木一般経費	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	08	00	00	土木費	土木管理費	土木総務費	土木一般経費			旅費			679,000													
R7土木一般経費	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	08	01	00	土木費	土木管理費	土木総務費	土木一般経費			旅費	費用弁償		178,000													
R7土木一般経費費用弁償	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	08	01	01	土木費	土木管理費	土木総務費	土木一般経費			旅費	費用弁償	費用弁償	178,000													
R7土木一般経費	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	08	02	00	土木費	土木管理費	土木総務費	土木一般経費			旅費	普通旅費		501,000													
R7土木一般経費普通旅費	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	08	02	01	土木費	土木管理費	土木総務費	土木一般経費			旅費	普通旅費	普通旅費	501,000													
R7土木一般経費	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	10	00	00	土木費	土木管理費	土木総務費	土木一般経費			需用費			867,000													
R7土木一般経費	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	10	01	00	土木費	土木管理費	土木総務費	土木一般経費			需用費	消耗品費		350,000													
R7土木一般経費消耗品費	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	10	01	01	土木費	土木管理費	土木総務費	土木一般経費			需用費	消耗品費	消耗品費	350,000													
R7土木一般経費	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	10	02	00	土木費	土木管理費	土木総務費	土木一般経費			需用費	燃料費		250,000													
R7土木一般経費燃料費	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	10	02	01	土木費	土木管理費	土木総務費	土木一般経費			需用費	燃料費	燃料費	250,000													
R7土木一般経費	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	10	04	00	土木費	土木管理費	土木総務費	土木一般経費			需用費	印刷製本費		137,000													
R7土木一般経費印刷製本費	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	10	04	01	土木費	土木管理費	土木総務費	土木一般経費			需用費	印刷製本費	印刷製本費	137,000													
R7土木一般経費	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	10	06	00	土木費	土木管理費	土木総務費	土木一般経費			需用費	修繕料		130,000													
R7土木一般経費修繕料	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	10	06	01	土木費	土木管理費	土木総務費	土木一般経費			需用費	修繕料	修繕料	130,000													
R7土木一般経費	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	11	00	00	土木費	土木管理費	土木総務費	土木一般経費			役務費			420,000													
R7土木一般経費	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	11	04	00	土木費	土木管理費	土木総務費	土木一般経費			役務費	手数料		420,000													
R7土木一般経費手数料	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	11	04	01	土木費	土木管理費	土木総務費	土木一般経費			役務費	手数料	手数料	420,000													
R7土木一般経費	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	13	00	00	土木費	土木管理費	土木総務費	土木一般経費			使用料及び賃借料			138,000													
R7土木一般経費	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	13	91	00	土木費	土木管理費	土木総務費	土木一般経費			使用料及び賃借料	その他使用料及び賃借料		138,000													
R7土木一般経費積算単価データ使用料	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	13	91	01	土木費	土木管理費	土木総務費	土木一般経費			使用料及び賃借料	その他使用料及び賃借料	積算単価データ使用料	130,000													
R7土木一般経費情報交換システム等使用料	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	13	91	02	土木費	土木管理費	土木総務費	土木一般経費			使用料及び賃借料	その他使用料及び賃借料	情報交換システム等使用料	8,000													
R7土木一般経費	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	18	00	00	土木費	土木管理費	土木総務費	土木一般経費			負担金，補助及び交付金			2,954,000													
R7土木一般経費	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	18	91	00	土木費	土木管理費	土木総務費	土木一般経費			負担金，補助及び交付金	その他負担金，補助及び交付金		2,954,000													
R7土木一般経費日本道路協会負担金	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	18	91	50	土木費	土木管理費	土木総務費	土木一般経費			負担金，補助及び交付金	その他負担金，補助及び交付金	日本道路協会負担金	30,000													
R7土木一般経費岡山県市町村道整備促進期成同盟会負担金	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	18	91	51	土木費	土木管理費	土木総務費	土木一般経費			負担金，補助及び交付金	その他負担金，補助及び交付金	岡山県市町村道整備促進期成同盟会負担金	14,000													
R7土木一般経費高梁川改修促進協議会負担金	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	18	91	53	土木費	土木管理費	土木総務費	土木一般経費			負担金，補助及び交付金	その他負担金，補助及び交付金	高梁川改修促進協議会負担金	104,000													
R7土木一般経費中国国道協会負担金	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	18	91	56	土木費	土木管理費	土木総務費	土木一般経費			負担金，補助及び交付金	その他負担金，補助及び交付金	中国国道協会負担金	60,000													
R7土木一般経費国道４８６号整備促進岡山県期成会負担金	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	18	91	60	土木費	土木管理費	土木総務費	土木一般経費			負担金，補助及び交付金	その他負担金，補助及び交付金	国道４８６号整備促進岡山県期成会負担金	30,000													
R7土木一般経費倉敷船穂真備総社線建設促進期成会負担金	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	18	91	64	土木費	土木管理費	土木総務費	土木一般経費			負担金，補助及び交付金	その他負担金，補助及び交付金	倉敷船穂真備総社線建設促進期成会負担金	12,000													
R7土木一般経費岡山県土木協会会費	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	18	91	69	土木費	土木管理費	土木総務費	土木一般経費			負担金，補助及び交付金	その他負担金，補助及び交付金	岡山県土木協会会費	50,000													
R7土木一般経費一般国道１８０号岡山県整備促進期成会負担金	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	18	91	70	土木費	土木管理費	土木総務費	土木一般経費			負担金，補助及び交付金	その他負担金，補助及び交付金	一般国道１８０号岡山県整備促進期成会負担金	55,000													
R7土木一般経費国道４２９号道路整備促進期成会負担金	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	18	91	71	土木費	土木管理費	土木総務費	土木一般経費			負担金，補助及び交付金	その他負担金，補助及び交付金	国道４２９号道路整備促進期成会負担金	30,000													
R7土木一般経費中国横断自動車道４車線化促進岡山県期成会負担金	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	18	91	72	土木費	土木管理費	土木総務費	土木一般経費			負担金，補助及び交付金	その他負担金，補助及び交付金	中国横断自動車道４車線化促進岡山県期成会負担金	3,000													
R7土木一般経費足守川改修促進協議会負担金	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	18	91	73	土木費	土木管理費	土木総務費	土木一般経費			負担金，補助及び交付金	その他負担金，補助及び交付金	足守川改修促進協議会負担金	22,000													
R7土木一般経費積算システム負担金	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	01	01	04	00	00	18	91	75	土木費	土木管理費	土木総務費	土木一般経費			負担金，補助及び交付金	その他負担金，補助及び交付金	積算システム負担金	2,544,000													
R7	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	00	00	00	00	00	00	00	土木費	道路橋りょう費								477,530,000													
R7	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	00	00	00	00	00	00	土木費	道路橋りょう費	道路新設改良費							477,530,000													
R7道路改良等事業（単独分）	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	02	00	00	00	00	00	土木費	道路橋りょう費	道路新設改良費	道路改良等事業（単独分）						45,200,000													
R7道路改良等事業（単独分）	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	02	00	00	12	00	00	土木費	道路橋りょう費	道路新設改良費	道路改良等事業（単独分）			委託料			10,200,000													
R7道路改良等事業（単独分）	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	02	00	00	12	13	00	土木費	道路橋りょう費	道路新設改良費	道路改良等事業（単独分）			委託料	測量等委託料		2,200,000													
R7道路改良等事業（単独分）測量等委託料	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	02	00	00	12	13	01	土木費	道路橋りょう費	道路新設改良費	道路改良等事業（単独分）			委託料	測量等委託料	測量等委託料	2,200,000													
R7道路改良等事業（単独分）	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	02	00	00	12	15	00	土木費	道路橋りょう費	道路新設改良費	道路改良等事業（単独分）			委託料	設計等委託料		8,000,000													
R7道路改良等事業（単独分）設計等委託料	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	02	00	00	12	15	01	土木費	道路橋りょう費	道路新設改良費	道路改良等事業（単独分）			委託料	設計等委託料	設計等委託料	8,000,000													
R7道路改良等事業（単独分）	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	02	00	00	14	00	00	土木費	道路橋りょう費	道路新設改良費	道路改良等事業（単独分）			工事請負費			35,000,000													
R7道路改良等事業（単独分）	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	02	00	00	14	01	00	土木費	道路橋りょう費	道路新設改良費	道路改良等事業（単独分）			工事請負費	工事請負費		35,000,000													
R7道路改良等事業（単独分）工事請負費	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	02	00	00	14	01	01	土木費	道路橋りょう費	道路新設改良費	道路改良等事業（単独分）			工事請負費	工事請負費	工事請負費	35,000,000													
R7県工事負担金	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	03	00	00	00	00	00	土木費	道路橋りょう費	道路新設改良費	県工事負担金						50,400,000													
R7県工事負担金	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	03	00	00	18	00	00	土木費	道路橋りょう費	道路新設改良費	県工事負担金			負担金，補助及び交付金			50,400,000													
R7県工事負担金	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	03	00	00	18	91	00	土木費	道路橋りょう費	道路新設改良費	県工事負担金			負担金，補助及び交付金	その他負担金，補助及び交付金		50,400,000													
R7県工事負担金県道路工事負担金	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	03	00	00	18	91	01	土木費	道路橋りょう費	道路新設改良費	県工事負担金			負担金，補助及び交付金	その他負担金，補助及び交付金	県道路工事負担金	50,400,000													
R7道路舗装新設等事業（単独分）	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	05	00	00	00	00	00	土木費	道路橋りょう費	道路新設改良費	道路舗装新設等事業（単独分）						11,300,000													
R7道路舗装新設等事業（単独分）	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	05	00	00	12	00	00	土木費	道路橋りょう費	道路新設改良費	道路舗装新設等事業（単独分）			委託料			1,300,000													
R7道路舗装新設等事業（単独分）	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	05	00	00	12	13	00	土木費	道路橋りょう費	道路新設改良費	道路舗装新設等事業（単独分）			委託料	測量等委託料		1,300,000													
R7道路舗装新設等事業（単独分）測量等委託料	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	05	00	00	12	13	01	土木費	道路橋りょう費	道路新設改良費	道路舗装新設等事業（単独分）			委託料	測量等委託料	測量等委託料	1,300,000													
R7道路舗装新設等事業（単独分）	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	05	00	00	14	00	00	土木費	道路橋りょう費	道路新設改良費	道路舗装新設等事業（単独分）			工事請負費			10,000,000													
R7道路舗装新設等事業（単独分）	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	05	00	00	14	01	00	土木費	道路橋りょう費	道路新設改良費	道路舗装新設等事業（単独分）			工事請負費	工事請負費		10,000,000													
R7道路舗装新設等事業（単独分）工事請負費	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	05	00	00	14	01	01	土木費	道路橋りょう費	道路新設改良費	道路舗装新設等事業（単独分）			工事請負費	工事請負費	工事請負費	10,000,000													
R7東総社駅前泉本線改良事業	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	15	00	00	00	00	00	土木費	道路橋りょう費	道路新設改良費	東総社駅前泉本線改良事業						223,120,000													
R7東総社駅前泉本線改良事業	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	15	00	00	12	00	00	土木費	道路橋りょう費	道路新設改良費	東総社駅前泉本線改良事業			委託料			220,000													
R7東総社駅前泉本線改良事業	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	15	00	00	12	15	00	土木費	道路橋りょう費	道路新設改良費	東総社駅前泉本線改良事業			委託料	設計等委託料		220,000													
R7東総社駅前泉本線改良事業設計等委託料	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	15	00	00	12	15	01	土木費	道路橋りょう費	道路新設改良費	東総社駅前泉本線改良事業			委託料	設計等委託料	設計等委託料	220,000													
R7東総社駅前泉本線改良事業	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	15	00	00	14	00	00	土木費	道路橋りょう費	道路新設改良費	東総社駅前泉本線改良事業			工事請負費			209,397,714													
R7東総社駅前泉本線改良事業	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	15	00	00	14	01	00	土木費	道路橋りょう費	道路新設改良費	東総社駅前泉本線改良事業			工事請負費	工事請負費		209,397,714													
R7東総社駅前泉本線改良事業工事請負費	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	15	00	00	14	01	01	土木費	道路橋りょう費	道路新設改良費	東総社駅前泉本線改良事業			工事請負費	工事請負費	工事請負費	209,397,714													
R7東総社駅前泉本線改良事業	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	15	00	00	16	00	00	土木費	道路橋りょう費	道路新設改良費	東総社駅前泉本線改良事業			公有財産購入費			12,714,460													
R7東総社駅前泉本線改良事業	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	15	00	00	16	02	00	土木費	道路橋りょう費	道路新設改良費	東総社駅前泉本線改良事業			公有財産購入費	土地購入費		12,714,460													
R7東総社駅前泉本線改良事業土地購入費	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	15	00	00	16	02	01	土木費	道路橋りょう費	道路新設改良費	東総社駅前泉本線改良事業			公有財産購入費	土地購入費	土地購入費	12,714,460													
R7東総社駅前泉本線改良事業権利購入費	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	15	00	00	16	02	01	土木費	道路橋りょう費	道路新設改良費	東総社駅前泉本線改良事業			公有財産購入費	権利購入費	権利購入費	85,540													
R7東総社駅前泉本線改良事業	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	15	00	00	21	00	00	土木費	道路橋りょう費	道路新設改良費	東総社駅前泉本線改良事業			補償，補填及び賠償金			702,286													
R7東総社駅前泉本線改良事業	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	15	00	00	21	01	00	土木費	道路橋りょう費	道路新設改良費	東総社駅前泉本線改良事業			補償，補填及び賠償金	補償費		702,286													
R7東総社駅前泉本線改良事業補償費	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	15	00	00	21	01	01	土木費	道路橋りょう費	道路新設改良費	東総社駅前泉本線改良事業			補償，補填及び賠償金	補償費	補償費	702,286													
R7（仮称）神在秦本線改良事業	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	23	00	00	00	00	00	土木費	道路橋りょう費	道路新設改良費	（仮称）神在秦本線改良事業						147,510,000													
R7（仮称）神在秦本線改良事業	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	23	00	00	12	00	00	土木費	道路橋りょう費	道路新設改良費	（仮称）神在秦本線改良事業			委託料			330,000													
R7（仮称）神在秦本線改良事業	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	23	00	00	12	15	00	土木費	道路橋りょう費	道路新設改良費	（仮称）神在秦本線改良事業			委託料	設計等委託料		330,000													
R7（仮称）神在秦本線改良事業設計等委託料	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	23	00	00	12	15	01	土木費	道路橋りょう費	道路新設改良費	（仮称）神在秦本線改良事業			委託料	設計等委託料	設計等委託料	330,000													
R7（仮称）神在秦本線改良事業	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	23	00	00	14	00	00	土木費	道路橋りょう費	道路新設改良費	（仮称）神在秦本線改良事業			工事請負費			144,680,000													
R7（仮称）神在秦本線改良事業	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	23	00	00	14	01	00	土木費	道路橋りょう費	道路新設改良費	（仮称）神在秦本線改良事業			工事請負費	工事請負費		144,680,000													
R7（仮称）神在秦本線改良事業工事請負費	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	23	00	00	14	01	01	土木費	道路橋りょう費	道路新設改良費	（仮称）神在秦本線改良事業			工事請負費	工事請負費	工事請負費	144,680,000													
R7（仮称）神在秦本線改良事業	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	23	00	00	21	00	00	土木費	道路橋りょう費	道路新設改良費	（仮称）神在秦本線改良事業			補償，補填及び賠償金			2,500,000													
R7（仮称）神在秦本線改良事業	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	23	00	00	21	01	00	土木費	道路橋りょう費	道路新設改良費	（仮称）神在秦本線改良事業			補償，補填及び賠償金	補償費		2,500,000													
R7（仮称）神在秦本線改良事業補償費	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	02	03	23	00	00	21	01	01	土木費	道路橋りょう費	道路新設改良費	（仮称）神在秦本線改良事業			補償，補填及び賠償金	補償費	補償費	2,500,000													
R7	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	00	00	00	00	00	00	00	土木費	河川費								322,647,000													
R7	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	00	00	00	00	00	00	土木費	河川費	河川事業費							322,647,000													
R7河川改良事業	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	02	00	00	00	00	00	土木費	河川費	河川事業費	河川改良事業						89,147,000													
R7河川改良事業	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	02	00	00	10	00	00	土木費	河川費	河川事業費	河川改良事業			需用費			3,287,000													
R7河川改良事業	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	02	00	00	10	02	00	土木費	河川費	河川事業費	河川改良事業			需用費	燃料費		187,000													
R7河川改良事業燃料費	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	02	00	00	10	02	01	土木費	河川費	河川事業費	河川改良事業			需用費	燃料費	燃料費	187,000													
R7河川改良事業	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	02	00	00	10	05	00	土木費	河川費	河川事業費	河川改良事業			需用費	光熱水費		1,600,000													
R7河川改良事業光熱水費	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	02	00	00	10	05	01	土木費	河川費	河川事業費	河川改良事業			需用費	光熱水費	光熱水費	1,600,000													
R7河川改良事業	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	02	00	00	10	06	00	土木費	河川費	河川事業費	河川改良事業			需用費	修繕料		1,500,000													
R7河川改良事業修繕料	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	02	00	00	10	06	01	土木費	河川費	河川事業費	河川改良事業			需用費	修繕料	修繕料	1,500,000													
R7河川改良事業	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	02	00	00	11	00	00	土木費	河川費	河川事業費	河川改良事業			役務費			1,100,000													
R7河川改良事業	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	02	00	00	11	01	00	土木費	河川費	河川事業費	河川改良事業			役務費	通信運搬費		180,000													
R7河川改良事業通信運搬費	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	02	00	00	11	01	01	土木費	河川費	河川事業費	河川改良事業			役務費	通信運搬費	通信運搬費	180,000													
R7河川改良事業	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	02	00	00	11	04	00	土木費	河川費	河川事業費	河川改良事業			役務費	手数料		920,000													
R7河川改良事業手数料	R7		現年度	2025/05	30	20	00	建設部	土木課		1	一般会計	08	03	01	02	00	00	11	04	01	土木費	河川費	河川事業費	河川改良事業			役務費	手数料	手数料	920,000													
